round_number,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,adjudication_status,note,resolved_by,updated_at
1,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::2,These messages are threats that would qualify as verbal assault in the public justice system. Saying them online is also offensive and damaging.,Type of offensiveness,Threats of violence,span,0,26,These messages are threats,resolved,,subham,Wed Sep 09 2026 21:41:45 GMT+0000 (Coordinated Universal Time)
1,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::2,These messages are threats that would qualify as verbal assault in the public justice system. Saying them online is also offensive and damaging.,Decision outcomes,Consequences beyond suspencion,span,56,93,assault in the public justice system.,resolved,,subham,Wed Sep 09 2026 21:41:45 GMT+0000 (Coordinated Universal Time)
1,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::2,These messages are threats that would qualify as verbal assault in the public justice system. Saying them online is also offensive and damaging.,Type of offensiveness,Harm other person,span,94,144,Saying them online is also offensive and damaging.,resolved,,subham,Wed Sep 09 2026 21:41:45 GMT+0000 (Coordinated Universal Time)
1,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::3,There are slurs and threatening language used in ways that are attempting to harm another person.,Type of offensiveness,Hate speech and offensive language,span,0,15,There are slurs,resolved,,subham,Wed Sep 09 2026 20:53:33 GMT+0000 (Coordinated Universal Time)
1,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::3,There are slurs and threatening language used in ways that are attempting to harm another person.,Type of offensiveness,Threats of violence,span,20,40,threatening language,resolved,,subham,Wed Sep 09 2026 20:53:33 GMT+0000 (Coordinated Universal Time)
1,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::3,There are slurs and threatening language used in ways that are attempting to harm another person.,Type of offensiveness,Harm other person,span,46,97,in ways that are attempting to harm another person.,resolved,,subham,Wed Sep 09 2026 20:53:33 GMT+0000 (Coordinated Universal Time)
1,21aa6a85-a854-4018-85f2-941f69c53692::1,"There is an offensive slur used here referencing someone's sexuality. I think slurs for sexuality, gender, race, etc should be grounds for suspension.",Type of offensiveness,Hate speech and offensive language,span,0,69,There is an offensive slur used here referencing someone's sexuality.,resolved,,subham,Wed Sep 09 2026 21:37:57 GMT+0000 (Coordinated Universal Time)
1,22e5ece5-b743-45c4-972e-77b1ae4b37e9::2,"For this account I only looked at 2 messages, it was enough to see that this kind of content should not be allowed. I know it's probably not real messages but if they were from a real person I would think that person is sick. First message is vile.",Patterns of behavior,Consistent offensive behavior,span,0,115,"For this account I only looked at 2 messages, it was enough to see that this kind of content should not be allowed.",resolved,,subham,Wed Sep 09 2026 20:52:09 GMT+0000 (Coordinated Universal Time)
1,22e5ece5-b743-45c4-972e-77b1ae4b37e9::2,"For this account I only looked at 2 messages, it was enough to see that this kind of content should not be allowed. I know it's probably not real messages but if they were from a real person I would think that person is sick. First message is vile.",Justifications,Poster is a bad person,span,116,224,I know it's probably not real messages but if they were from a real person I would think that person is sick,resolved,,subham,Wed Sep 09 2026 20:52:09 GMT+0000 (Coordinated Universal Time)
1,22e5ece5-b743-45c4-972e-77b1ae4b37e9::2,"For this account I only looked at 2 messages, it was enough to see that this kind of content should not be allowed. I know it's probably not real messages but if they were from a real person I would think that person is sick. First message is vile.",Type of offensiveness,Hate speech and offensive language,span,226,248,First message is vile.,resolved,,subham,Wed Sep 09 2026 20:52:09 GMT+0000 (Coordinated Universal Time)
1,22e5ece5-b743-45c4-972e-77b1ae4b37e9::3,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race. The things said in these messages are unacceptable and the account would deserve to be suspended.",Patterns of behavior,Consistent offensive behavior,span,0,130,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race.",resolved,,subham,Mon Sep 07 2026 21:03:51 GMT+0000 (Coordinated Universal Time)
1,22e5ece5-b743-45c4-972e-77b1ae4b37e9::3,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race. The things said in these messages are unacceptable and the account would deserve to be suspended.",Type of offensiveness,Hate speech and offensive language,span,77,130,"multiple people for their sexuality, looks, and race.",resolved,,subham,Mon Sep 07 2026 21:03:51 GMT+0000 (Coordinated Universal Time)
1,22e5ece5-b743-45c4-972e-77b1ae4b37e9::3,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race. The things said in these messages are unacceptable and the account would deserve to be suspended.",Type of offensiveness,racial remark,span,77,129,"multiple people for their sexuality, looks, and race",resolved,,subham,Mon Sep 07 2026 21:03:51 GMT+0000 (Coordinated Universal Time)
1,246aa216-be21-4efa-9eff-7f1a95d1d02d::2,It's a death threat.,Type of offensiveness,Death wish,span,1,20,t's a death threat.,resolved,,subham,Mon Sep 07 2026 20:48:38 GMT+0000 (Coordinated Universal Time)
1,246aa216-be21-4efa-9eff-7f1a95d1d02d::3,Homophobia.,Type of offensiveness,Hate speech and offensive language,span,0,10,Homophobia,resolved,,subham,Wed Sep 09 2026 21:38:28 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::1,"Not only an f-slur, but wishing death on someone's dog? What sort of evil is this person?",Type of offensiveness,Hate speech and offensive language,span,0,19,"Not only an f-slur,",resolved,,subham,Wed Sep 09 2026 21:41:39 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::1,"Not only an f-slur, but wishing death on someone's dog? What sort of evil is this person?",Type of offensiveness,Death wish,span,24,54,wishing death on someone's dog,resolved,,subham,Wed Sep 09 2026 21:41:39 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::2,"Threats of murder, repeated use of the f-slur with genuine hatred.",Type of offensiveness,Threats of violence,span,0,17,Threats of murder,resolved,,subham,Mon Sep 07 2026 20:12:37 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::2,"Threats of murder, repeated use of the f-slur with genuine hatred.",Type of offensiveness,Hate speech and offensive language,span,19,65,repeated use of the f-slur with genuine hatred,resolved,,subham,Mon Sep 07 2026 20:12:37 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::2,"Threats of murder, repeated use of the f-slur with genuine hatred.",Patterns of behavior,Consistent offensive behavior,span,19,27,repeated,resolved,,subham,Mon Sep 07 2026 20:12:37 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::4,You don't just let people make threats of murder on your platform. Period.,Type of offensiveness,Threats of violence,unit,,,,resolved,,subham,Mon Sep 07 2026 21:01:59 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::4,You don't just let people make threats of murder on your platform. Period.,Type of offensiveness,Death wish,span,42,66,murder on your platform.,resolved,,subham,Mon Sep 07 2026 21:01:59 GMT+0000 (Coordinated Universal Time)
1,2470478f-1b93-4fdd-8841-0a9b0fdde878::5,"Just seems like a normal person's account, or at least an account that isn't wildly against every TOS known to man.",Patterns of behavior,Normal behavior,span,0,42,"Just seems like a normal person's account,",resolved,,subham,Mon Sep 07 2026 20:49:13 GMT+0000 (Coordinated Universal Time)
1,24ce942b-3071-4924-9835-1f9bd376271c::3,2 out 3 were offensive.,Patterns of behavior,Majority offesnive,span,0,23,2 out 3 were offensive.,resolved,,subham,Wed Sep 09 2026 20:52:25 GMT+0000 (Coordinated Universal Time)
1,24ce942b-3071-4924-9835-1f9bd376271c::4,"I got more curious with this one.  I probably should've looked at 1 more closely because this guy mostly posted non offensive things, but had multiple death threats mixed in there.",Reflection on the decision,Needed to look at more messages,unit,,,,resolved,,subham,Wed Sep 09 2026 21:39:33 GMT+0000 (Coordinated Universal Time)
1,24ce942b-3071-4924-9835-1f9bd376271c::4,"I got more curious with this one.  I probably should've looked at 1 more closely because this guy mostly posted non offensive things, but had multiple death threats mixed in there.",Type of offensiveness,Death wish,unit,,,,resolved,,subham,Wed Sep 09 2026 21:39:33 GMT+0000 (Coordinated Universal Time)
1,24ce942b-3071-4924-9835-1f9bd376271c::4,"I got more curious with this one.  I probably should've looked at 1 more closely because this guy mostly posted non offensive things, but had multiple death threats mixed in there.",Patterns of behavior,One-off offensive,span,134,180,but had multiple death threats mixed in there.,resolved,,subham,Wed Sep 09 2026 21:39:33 GMT+0000 (Coordinated Universal Time)
1,24ce942b-3071-4924-9835-1f9bd376271c::4,"I got more curious with this one.  I probably should've looked at 1 more closely because this guy mostly posted non offensive things, but had multiple death threats mixed in there.",Type of offensiveness,Threats of violence,span,134,180,but had multiple death threats mixed in there.,resolved,,subham,Wed Sep 09 2026 21:39:33 GMT+0000 (Coordinated Universal Time)
1,2547cbaa-70f8-48f7-a254-c46b59cd05bb::1,The comments were very cruel and should not be allowed.,Type of offensiveness,Hate speech and offensive language,span,0,28,The comments were very cruel,resolved,,subham,Wed Sep 09 2026 21:38:21 GMT+0000 (Coordinated Universal Time)
1,2547cbaa-70f8-48f7-a254-c46b59cd05bb::4,"The comments were not mean spirited, and should be allowed to continue.",Type of offensiveness,No offensive content,span,0,71,"The comments were not mean spirited, and should be allowed to continue.",resolved,,subham,Wed Sep 09 2026 21:38:44 GMT+0000 (Coordinated Universal Time)
1,26429584-a1a5-43df-9b5c-38d0072a4730::1,i suspended this account because it had nothing but bad messages one after the next and they were very vulgar and offensive,Patterns of behavior,Consistent offensive behavior,span,36,83,had nothing but bad messages one after the next,resolved,,subham,Mon Sep 07 2026 20:50:51 GMT+0000 (Coordinated Universal Time)
1,26429584-a1a5-43df-9b5c-38d0072a4730::1,i suspended this account because it had nothing but bad messages one after the next and they were very vulgar and offensive,Type of offensiveness,Hate speech and offensive language,span,88,123,they were very vulgar and offensive,resolved,,subham,Mon Sep 07 2026 20:50:51 GMT+0000 (Coordinated Universal Time)
1,26ac660d-c41e-4b84-9832-a6bf400ce545::3,Using homophobic slurs as well as racist language against others.,Type of offensiveness,racial remark,unit,,,,resolved,,subham,Wed Sep 09 2026 21:03:32 GMT+0000 (Coordinated Universal Time)
1,26ac660d-c41e-4b84-9832-a6bf400ce545::3,Using homophobic slurs as well as racist language against others.,Type of offensiveness,Hate speech and offensive language,span,0,65,Using homophobic slurs as well as racist language against others.,resolved,,subham,Wed Sep 09 2026 21:03:32 GMT+0000 (Coordinated Universal Time)
1,26ac660d-c41e-4b84-9832-a6bf400ce545::5,"Nothing said was offensive, they gave their opinions in A respectful manner.",Type of offensiveness,No offensive content,unit,,,,resolved,,subham,Wed Sep 09 2026 21:39:49 GMT+0000 (Coordinated Universal Time)
1,2b8b56f8-c05a-42fb-b4df-0c65b98aaa30::2,Both messages are extremely offensive and was very easy to suspend them.,Type of offensiveness,Hate speech and offensive language,span,0,37,Both messages are extremely offensive,resolved,,subham,Wed Sep 09 2026 20:52:21 GMT+0000 (Coordinated Universal Time)
1,2d67e5b2-ad25-45ae-b7b9-39ae0bd58590::1,"Both messages viewed were very offensive, so the account should be suspended",Patterns of behavior,Consistent offensive behavior,span,0,40,Both messages viewed were very offensive,resolved,,subham,Wed Sep 09 2026 21:38:53 GMT+0000 (Coordinated Universal Time)
1,2db60c1d-59e3-4a2d-96e2-2d364f090249::2,"PLAIN AND SIMPLE OFFENSIVE, COMMON SENSE AND ADDITIONALLY YOU ARE LUCKY i DO NOT RETURN THIS NOW ON PRINCIPLE ALONE AS IT IS YOUR 2ND OMISSION NOT CITED AS BEING REQUIRED IN PROLIFIC TASK PREVIEW MATERIAL SHOWN ON PROLIFIC BEFORE WORKERS CLICK START",Type of offensiveness,Hate speech and offensive language,span,0,27,"PLAIN AND SIMPLE OFFENSIVE,",resolved,,subham,Mon Sep 07 2026 21:00:45 GMT+0000 (Coordinated Universal Time)
